Prompt Answer Id|Prompt Id|Answer|Courage Modifier|Diligence Modifier|Knowledge Modifier|Understanding Modifier|Expression Modifier|Courage Rank Requirement|Diligence Rank Requirement|Knowledge Rank Requirement|Understanding Rank Requirement|Expression Rank Requirement
A2-13S0401FR|FR-13S0401|"That’s not true."|0|0|0|0|0|0|0|0|0|0
A3-13S0401FR|FR-13S0401|"Quit showing off."|0|0|0|0|0|0|0|0|0|0
A1-13S0501FR|FR-13S0501|"Thanks guys."|0|0|0|0|0|0|0|0|0|0
A2-13S0501FR|FR-13S0501|"I’m just getting warmed up."|0|0|0|0|0|0|0|0|0|0
A1-13S0601FR|FR-13S0601|"No problem."|0|0|0|0|0|0|0|0|0|0
A2-13S0601FR|FR-13S0601|"Anything for you guys."|0|0|0|0|0|0|0|0|4|0
A3-13S0601FR|FR-13S0601|"Long as it’s not a hassle."|0|0|0|0|0|0|0|0|0|0
A1-13S0701FR|FR-13S0701|"If you say so."|0|0|0|0|0|0|0|0|0|0
A2-13S0701FR|FR-13S0701|"It’s okay, I’ll wait."|0|0|0|0|0|0|0|0|0|0
A1-13S0702FR|FR-13S0702|"Sounds good."|0|0|0|0|0|0|0|0|0|0
A2-13S0702FR|FR-13S0702|"You treated last time."|0|0|0|0|3|0|0|0|0|0
A1-13S0703FR|FR-13S0703|"Could be."|0|0|0|0|0|0|0|0|0|0
A2-13S0703FR|FR-13S0703|"Maybe not…"|0|0|0|0|0|0|0|0|0|0
A3-13S0703FR|FR-13S0703|"What are we talking about?"|0|0|0|0|0|0|0|0|0|0
A1-13S0704FR|FR-13S0704|"We’ve got a problem."|0|0|0|0|0|0|0|0|0|0
A2-13S0704FR|FR-13S0704|"It’s Daisuke’s problem."|0|0|0|0|0|0|0|0|0|0
A1-13S0705FR|FR-13S0705|"Count me in."|0|0|0|0|0|0|0|0|0|0
A2-13S0705FR|FR-13S0705|"Count me out."|0|0|0|0|0|0|0|0|0|0
A1-13S0801FR|FR-13S0801|Stop them|0|0|0|0|0|0|0|0|0|0
A2-13S0801FR|FR-13S0801|Stay quiet and watch|0|0|0|0|0|0|0|0|0|0
A3-13S0801FR|FR-13S0801|Provoke them|0|0|0|0|0|0|0|0|0|0
A1-13S0802FR|FR-13S0802|"Yes we do!"|0|0|0|0|0|0|0|0|0|0
A2-13S0802FR|FR-13S0802|"… …"|0|0|0|0|0|0|0|0|0|0
A1-13S0803FR|FR-13S0803|"That’s his charm."|0|0|0|0|0|0|0|0|0|0
A2-13S0803FR|FR-13S0803|"You think?"|0|0|0|0|0|0|0|0|0|0
A1-13S0901FR|FR-13S0901|"Could be."|0|0|0|0|0|0|0|0|0|0
A2-13S0901FR|FR-13S0901|"Doubt it."|0|0|0|0|0|0|0|0|0|0
A3-13S0901FR|FR-13S0901|"I don’t know."|0|0|0|0|0|0|0|0|0|0
A1-14S0101FR|FR-14S0101|"No, thank you."|0|0|0|0|0|0|0|0|0|0
A2-14S0101FR|FR-14S0101|"Thanks for what…?"|0|0|0|0|0|0|0|0|0|0
A3-14S0101FR|FR-14S0101|"It was a big help."|0|0|0|0|0|0|0|0|0|0
A1-14S0102FR|FR-14S0102|"I didn’t mind."|0|0|0|0|0|0|0|0|0|0
A2-14S0102FR|FR-14S0102|"Wow, you’re polite today."|0|0|0|0|0|0|0|0|0|0
A3-14S0102FR|FR-14S0102|"I was hurt."|0|0|0|0|0|0|0|0|0|0
A1-14S0201FR|FR-14S0201|"Too busy?"|0|0|0|0|0|0|0|0|0|0
A2-14S0201FR|FR-14S0201|"Tired of the food?"|0|0|0|0|0|0|0|0|0|0
A3-14S0201FR|FR-14S0201|"Because of the murder?"|0|0|0|0|0|0|0|0|0|0
A1-14S0202FR|FR-14S0202|"Contributing to society."|0|0|0|0|0|0|0|0|0|0
A2-14S0202FR|FR-14S0202|"Making your parents happy."|0|0|0|0|0|0|0|0|0|0
A3-14S0202FR|FR-14S0202|"Leave something behind."|0|0|0|0|0|0|0|0|0|0
A4-14S0202FR|FR-14S0202|"I don’t know."|0|0|0|0|0|0|0|0|0|0
A1-14S0301FR|FR-14S0301|Ask him to tell another story.|0|0|0|0|0|0|0|0|0|0
A2-14S0301FR|FR-14S0301|Tell your own tale of failure.|0|0|0|0|0|0|0|0|0|0
A3-14S0301FR|FR-14S0301|Tell an American joke.|0|0|0|0|0|0|0|0|0|0
A1-14S0302FR|FR-14S0302|"I’ll go tell them off."|0|0|0|0|0|0|0|0|0|0
A2-14S0302FR|FR-14S0302|"You not saying anything?"|0|0|0|0|0|0|0|0|0|0
A3-14S0302FR|FR-14S0302|"Let the gossipers gossip."|0|0|0|0|0|0|0|0|0|0
A1-14S0401FR|FR-14S0401|Talk back to the lady|0|0|0|0|0|4|0|0|0|0
A2-14S0401FR|FR-14S0401|Flatter the lady|0|0|0|0|0|0|0|0|0|4
A3-14S0401FR|FR-14S0401|Keep quiet|0|0|0|0|0|0|0|0|0|0
A1-14S0402FR|FR-14S0402|"It’s not your fault."|0|0|0|0|0|0|0|0|0|0
A2-14S0402FR|FR-14S0402|"Let’s forget about it."|0|0|0|0|0|0|0|0|0|0
A1-14S0501FR|FR-14S0501|"That’s a good idea."|0|0|0|0|0|0|0|0|0|0
A2-14S0501FR|FR-14S0501|"Let’s forget about it."|0|0|0|0|0|0|0|0|0|0
A1-14S0502FR|FR-14S0502|"Good luck Naoki."|0|0|0|0|0|0|0|0|0|0
A2-14S0502FR|FR-14S0502|"You got other choices."|0|0|0|0|0|0|0|0|0|0
A3-14S0502FR|FR-14S0502|"You should think it over."|0|0|0|0|0|0|0|0|0|0
A1-14S0601FR|FR-14S0601|"I wouldn’t have, either."|0|0|0|0|0|0|0|0|0|0
A2-14S0601FR|FR-14S0601|"Just forget about them."|0|0|0|0|0|0|0|0|0|0
A3-14S0601FR|FR-14S0601|"Don’t worry them too much."|0|0|0|0|0|0|0|0|0|0
A1-14S0602FR|FR-14S0602|"Yeah, you are."|0|0|0|0|0|0|0|0|0|0
A2-14S0602FR|FR-14S0602|"You’re not the only one."|0|0|0|0|0|0|0|0|0|0
A3-14S0602FR|FR-14S0602|"I know what they mean."|0|0|0|0|0|0|0|0|0|0
A1-14S0701FR|FR-14S0701|"I don’t mind."|0|0|0|0|0|0|0|0|0|0
A2-14S0701FR|FR-14S0701|"Last time?"|0|0|0|0|0|0|0|0|0|0
A1-14S0702FR|FR-14S0702|"Take your time."|0|0|0|0|0|0|0|0|0|0
A2-14S0702FR|FR-14S0702|"Take action."|0|0|0|0|0|0|0|0|0|0
A1-14S0801FR|FR-14S0801|"They’re trying to be kind."|0|0|0|0|0|0|0|0|0|0
A2-14S0801FR|FR-14S0801|"Charge ‘em extra."|0|0|0|0|0|0|0|0|0|0
A1-14S0802FR|FR-14S0802|"Don’t lump me in with him."|0|0|0|0|0|0|0|0|0|0
A2-14S0802FR|FR-14S0802|"We can’t just ignore you."|0|0|0|0|0|0|0|0|0|0
A1-14S0901FR|FR-14S0901|"That’s not true."|0|0|0|0|0|0|0|0|0|0
A2-14S0901FR|FR-14S0901|"People are different."|0|0|0|0|0|0|0|0|0|0
A3-14S0901FR|FR-14S0901|"You’re just inept."|0|0|0|0|0|0|0|0|0|0
A1-14S0902FR|FR-14S0902|"Yeah, I am sure of it."|0|0|0|0|0|0|0|0|0|0
A2-14S0902FR|FR-14S0902|"I don’t know."|0|0|0|0|0|0|0|0|0|0
A3-14S0902FR|FR-14S0902|"Live for her sake."|0|0|0|0|0|0|0|0|0|0
A1-14S0903FR|FR-14S0903|"It was out of your hands."|0|0|0|0|0|0|0|0|0|0
A2-14S0903FR|FR-14S0903|"She can hear you."|0|0|0|0|0|0|0|0|0|0
A3-14S0903FR|FR-14S0903|"Just let it all out, Naoki."|0|0|0|0|0|0|0|0|5|0
A1-14S1001FR|FR-14S1001|"I didn’t do anything."|0|0|0|0|0|0|0|0|0|0
A2-14S1001FR|FR-14S1001|"That’s right. Be grateful."|0|0|0|0|0|0|0|0|0|0
A1-15S0101FR|FR-15S0101|"Yes."|0|0|0|0|0|0|0|0|0|0
A2-15S0101FR|FR-15S0101|"No."|0|0|0|0|0|0|0|0|0|0
A1-15S0102FR|FR-15S0102|Spend time with the old lady|0|0|0|0|0|0|0|0|0|0
A2-15S0102FR|FR-15S0102|Decline|0|0|0|0|0|0|0|0|0|0
A1-15S0103FR|FR-15S0103|"I just moved here."|0|0|0|0|0|0|0|0|0|0
A2-15S0103FR|FR-15S0103|"I won’t be staying long."|0|0|0|0|0|0|0|0|0|0
A1-15S0104FR|FR-15S0104|"I think so, too."|0|0|0|0|0|0|0|0|0|0
A2-15S0104FR|FR-15S0104|"Everyone says so, but…"|0|0|0|0|0|0|0|0|0|0
A1-15S0105FR|FR-15S0105|"Death?"|0|0|0|0|0|0|0|0|0|0
A2-15S0105FR|FR-15S0105|"What do you mean?"|0|0|0|0|0|0|0|0|0|0
A1-15S0201FR|FR-15S0201|"Who are you talking about?"|0|0|0|0|0|0|0|0|0|0
A2-15S0201FR|FR-15S0201|"So he didn’t look like me?"|0|0|0|0|0|0|0|0|0|0
A3-15S0201FR|FR-15S0201|"Stop staring at me."|0|0|0|0|0|0|0|0|0|0
A1-15S0202FR|FR-15S0202|"Yes, you can."|0|0|0|0|0|0|0|0|0|0
A2-15S0202FR|FR-15S0202|"No, you don’t."|0|0|0|0|0|0|0|0|0|0
A3-15S0202FR|FR-15S0202|"This is stupid."|0|0|0|0|0|0|0|0|0|0
A1-15S0301FR|FR-15S0301|"Of what?"|0|0|0|0|0|0|0|0|0|0
A2-15S0301FR|FR-15S0301|"What about the river?"|0|0|0|0|0|0|0|0|0|0
A1-15S0302FR|FR-15S0302|"I’m jealous."|0|0|0|0|0|0|0|0|0|0
A2-15S0302FR|FR-15S0302|"What about now?"|0|0|0|0|0|0|0|0|0|0
A1-15S0303FR|FR-15S0303|"That’s not true."|0|0|0|0|0|0|0|0|0|0
A2-15S0303FR|FR-15S0303|"Don’t torture yourself."|0|0|0|0|0|0|0|0|0|0
A1-15S0401FR|FR-15S0401|"Tsuki Menichi?"|0|0|0|0|0|0|0|0|0|0
A2-15S0401FR|FR-15S0401|"That must have been tough."|0|0|0|0|0|0|0|0|0|0
A3-15S0401FR|FR-15S0401|"Don’t be depressed."|0|0|0|0|0|0|0|0|0|0
A1-15S0402FR|FR-15S0402|"That may be true."|0|0|0|0|0|0|0|0|0|0
A2-15S0402FR|FR-15S0402|"I don’t think so."|0|0|0|0|0|0|0|0|0|0
A3-15S0402FR|FR-15S0402|"I don’t really know."|0|0|0|0|0|0|0|0|0|0
A1-15S0403FR|FR-15S0403|"I don’t get it."|0|0|0|0|0|0|0|0|0|0
A2-15S0403FR|FR-15S0403|"I think I understand."|0|0|0|0|0|0|0|0|0|0
A1-15S0501FR|FR-15S0501|"It’s actually interesting."|0|0|0|0|0|0|0|0|0|0
A2-15S0501FR|FR-15S0501|"I’m just killing time."|0|0|0|0|0|0|0|0|0|0
A1-15S0502FR|FR-15S0502|Talk about school|0|0|0|0|0|0|0|0|0|0
A2-15S0502FR|FR-15S0502|Talk about the murders|0|0|0|0|0|0|0|0|0|0
A3-15S0502FR|FR-15S0502|Talk about girls|0|0|0|0|0|0|0|0|0|0
A1-15S0503FR|FR-15S0503|"Why not?"|0|0|0|0|0|0|0|0|0|0
A2-15S0503FR|FR-15S0503|"I’m hurt."|0|0|0|0|0|0|0|0|0|0
A3-15S0503FR|FR-15S0503|"But I want to see you."|0|0|0|0|0|0|0|0|0|0
A1-15S0601FR|FR-15S0601|"I get it."|0|0|0|0|0|0|0|0|0|0
A2-15S0601FR|FR-15S0601|"I don’t get it."|0|0|0|0|0|0|0|0|0|0
A1-15S0602FR|FR-15S0602|"What were they about?"|0|0|0|0|0|0|0|0|0|0
A2-15S0602FR|FR-15S0602|"Letters? How inconvenient."|0|0|0|0|0|0|0|0|0|0
A1-15S0701FR|FR-15S0701|Read them|0|0|0|0|0|0|0|0|0|0
A2-15S0701FR|FR-15S0701|Wait for Hisano|0|0|0|0|0|0|0|0|0|0
A1-15S0702FR|FR-15S0702|"What does it mean?"|0|0|0|0|0|0|0|0|0|0
A2-15S0702FR|FR-15S0702|"You didn’t like it."|0|0|0|0|0|0|0|0|0|0
A1-15S0703FR|FR-15S0703|"That’s a cruel tale."|0|0|0|0|0|0|0|0|0|0
A2-15S0703FR|FR-15S0703|"That must’ve been tough."|0|0|0|0|0|0|0|0|0|0
A3-15S0703FR|FR-15S0703|"… …"|0|0|0|0|0|0|0|0|0|0
A1-15S0801FR|FR-15S0801|"Take your time."|0|0|0|0|0|0|0|0|0|0
A2-15S0801FR|FR-15S0801|"Hang in there."|0|0|0|0|0|0|0|0|0|0
A1-15S0901FR|FR-15S0901|"I understand the feeling."|0|0|0|0|0|0|0|0|0|0
A2-15S0901FR|FR-15S0901|"That’s selfish."|0|0|0|0|0|0|0|0|0|0
A3-15S0901FR|FR-15S0901|"I don’t understand."|0|0|0|0|0|0|0|0|0|0
A1-15S0902FR|FR-15S0902|"I guess so."|0|0|0|0|0|0|0|0|0|0
A2-15S0902FR|FR-15S0902|"No, it isn’t."|0|0|0|0|0|0|0|0|0|0
A1-15S1001FR|FR-15S1001|"They kept insisting?"|0|0|0|0|0|0|0|0|0|0
A2-15S1001FR|FR-15S1001|"What about your husband?"|0|0|0|0|0|0|0|0|0|0
A1-15S1002FR|FR-15S1002|"Hasn’t it?"|0|0|0|0|0|0|0|0|0|0
A2-15S1002FR|FR-15S1002|"I’ll treasure it."|0|0|0|0|0|0|0|0|0|0
A1-15S1003FR|FR-15S1003|"I do."|0|0|0|0|0|0|0|0|0|0
A2-15S1003FR|FR-15S1003|"I don’t."|0|0|0|0|0|0|0|0|0|0
A3-15S1003FR|FR-15S1003|"I’m not too sure."|0|0|0|0|0|0|0|0|0|0
A1-16S0101FR|FR-16S0101|"Is something on your mind?"|0|0|0|0|0|0|0|0|0|0
A2-16S0101FR|FR-16S0101|"Are you feeling sick?"|0|0|0|0|0|0|0|0|0|0
A1-16S0102FR|FR-16S0102|"That sounds tough."|0|0|0|0|0|0|0|0|0|0
A2-16S0102FR|FR-16S0102|"Yuuta’s a good kid."|0|0|0|0|0|0|0|0|0|0
A3-16S0102FR|FR-16S0102|"Just give it some time."|0|0|0|0|0|0|0|0|0|0
A1-16S0201FR|FR-16S0201|"Yeah, I like kids."|0|0|0|0|0|0|0|0|0|0
A2-16S0201FR|FR-16S0201|"I am on the fence."|0|0|0|0|0|0|0|0|0|0
A3-16S0201FR|FR-16S0201|"I hate kids."|0|0|0|0|0|0|0|0|0|0
A1-16S0202FR|FR-16S0202|"Do you like him?"|0|0|0|0|0|0|0|0|0|0
A2-16S0202FR|FR-16S0202|"You have problems with him?"|0|0|0|0|0|0|0|0|0|0
A1-16S0301FR|FR-16S0301|"Probably."|0|0|0|0|0|0|0|0|0|0
A2-16S0301FR|FR-16S0301|"I don’t know."|0|0|0|0|0|0|0|0|0|0
A1-16S0302FR|FR-16S0302|"Do you love Yuuta?"|0|0|0|0|0|0|0|0|0|0
A2-16S0302FR|FR-16S0302|"Do you love your husband?"|0|0|0|0|0|0|0|0|0|0
A1-16S0401FR|FR-16S0401|"So, Yuuta can’t love you?"|0|0|0|0|0|0|0|0|0|0
A2-16S0401FR|FR-16S0401|"So, you can’t love Yuuta?"|0|0|0|0|0|0|0|0|0|0
A1-16S0402FR|FR-16S0402|"You’re right…"|0|0|0|0|0|0|0|0|0|0
A2-16S0402FR|FR-16S0402|"It’s a boring idea."|0|0|0|0|0|0|0|0|0|0
A3-16S0402FR|FR-16S0402|"It’s not a good idea."|0|0|0|0|0|0|0|0|0|0
A1-16S0403FR|FR-16S0403|"Why don’t you go back?"|0|0|0|0|0|0|0|0|0|0
A2-16S0403FR|FR-16S0403|"Why don’t you take Yuuta?"|0|0|0|0|0|0|0|0|0|0
A3-16S0403FR|FR-16S0403|"Just let it go."|0|0|0|0|0|0|0|0|0|0
A1-16S0404FR|FR-16S0404|"I won’t."|0|0|0|0|0|0|0|0|0|0
A2-16S0404FR|FR-16S0404|"Why would I?"|0|0|0|0|0|0|0|0|0|0
A1-16S0501FR|FR-16S0501|"She’s angry."|0|0|0|0|0|0|0|0|0|0
A2-16S0501FR|FR-16S0501|"She’s not angry."|0|0|0|0|0|0|0|0|0|0
A3-16S0501FR|FR-16S0501|"Just apologize, Yuuta."|0|0|0|0|0|0|0|0|0|0
A1-16S0502FR|FR-16S0502|"She doesn’t hate you."|0|0|0|0|0|0|0|0|0|0
A2-16S0502FR|FR-16S0502|"Just give it time."|0|0|0|0|0|0|0|0|0|0
A3-16S0502FR|FR-16S0502|"Be a better kid, then."|0|0|0|0|0|0|0|0|0|0
A1-16S0601FR|FR-16S0601|"Why not?"|0|0|0|0|0|0|0|0|0|0
A2-16S0601FR|FR-16S0601|"You should watch it."|0|0|0|0|0|0|0|0|0|0
A1-16S0602FR|FR-16S0602|"She won’t let you watch it?"|0|0|0|0|0|0|0|0|0|0
A2-16S0602FR|FR-16S0602|"Have you asked to watch it?"|0|0|0|0|0|0|0|0|0|0
A1-16S0603FR|FR-16S0603|"No problem."|0|0|0|0|0|0|0|0|0|0
A2-16S0603FR|FR-16S0603|"Yuuta was lonely."|0|0|0|0|0|0|0|0|0|0
A3-16S0603FR|FR-16S0603|"Apologize to Yuuta, not me."|0|0|0|0|0|0|0|0|0|0
A1-16S0604FR|FR-16S0604|"Featherman R."|0|0|0|0|0|0|0|0|0|0
A2-16S0604FR|FR-16S0604|"Money."|0|0|0|0|0|0|0|0|0|0
A3-16S0604FR|FR-16S0604|"A loving mother."|0|0|0|0|0|0|0|0|0|0
A1-16S0701FR|FR-16S0701|"I might have."|0|0|0|0|0|0|0|0|0|0
A2-16S0701FR|FR-16S0701|"I didn’t ."|0|0|0|0|0|0|0|0|0|0
A3-16S0701FR|FR-16S0701|"Tell who?"|0|0|0|0|0|0|0|0|0|0
A1-16S0702FR|FR-16S0702|"Anything would."|0|0|0|0|0|0|0|0|0|0
A2-16S0702FR|FR-16S0702|"Just be a good boy."|0|0|0|0|0|0|0|0|0|0
A3-16S0702FR|FR-16S0702|"Think of it yourself."|0|0|0|0|0|0|0|0|0|0
A1-16S0703FR|FR-16S0703|"Maybe."|0|0|0|0|0|0|0|0|0|0
A2-16S0703FR|FR-16S0703|"He’s not afraid of you."|0|0|0|0|0|0|0|0|0|0
A3-16S0703FR|FR-16S0703|"You’re both afraid."|0|0|0|0|0|0|0|0|0|0
A1-16S0704FR|FR-16S0704|"You can’t help it."|0|0|0|0|0|0|0|0|0|0
A2-16S0704FR|FR-16S0704|"That’s not true."|0|0|0|0|0|0|0|0|0|0
A1-16S0801FR|FR-16S0801|"I’m a day care assistant."|0|0|0|0|0|0|0|0|0|0
A2-16S0801FR|FR-16S0801|"I’m Main Character."|0|0|0|0|0|0|0|0|0|0
A3-16S0801FR|FR-16S0801|"Actually, I am her husband."|0|0|0|0|0|0|0|0|0|0
A1-16S0802FR|FR-16S0802|"It’s not his fault."|0|0|0|0|0|0|0|0|0|0
A2-16S0802FR|FR-16S0802|"Grades aren’t a factor."|0|0|0|0|0|0|0|0|0|0
A3-16S0802FR|FR-16S0802|"It’s your own fault."|0|0|0|0|0|0|0|0|0|0
A1-16S0901FR|FR-16S0901|"I’m fine."|0|0|0|0|0|0|0|0|0|0
A2-16S0901FR|FR-16S0901|"I’m not that weak."|0|0|0|0|0|0|0|0|0|0
A1-16S0902FR|FR-16S0902|"Don’t sweat it."|0|0|0|0|0|0|0|0|0|0
A2-16S0902FR|FR-16S0902|"I can’t hear you."|0|0|0|0|0|0|0|0|0|0
A3-16S0902FR|FR-16S0902|"Hitting is bad okay?"|0|0|0|0|0|0|0|0|0|0
A1-16S0903FR|FR-16S0903|"Yeah he is."|0|0|0|0|0|0|0|0|0|0
A2-16S0903FR|FR-16S0903|"You’re a doting parent now."|0|0|0|0|0|0|0|0|0|0
A1-16S0904FR|FR-16S0904|"Yeah."|0|0|0|0|0|0|0|0|0|0
A2-16S0904FR|FR-16S0904|"It’s never too late."|0|0|0|0|0|0|0|0|0|0
A1-16S1001FR|FR-16S1001|"It’s for the best."|0|0|0|0|0|0|0|0|0|0
A2-16S1001FR|FR-16S1001|"I’ll be lonely here."|0|0|0|0|0|0|0|0|0|0
A1-17S0101FR|FR-17S0101|"Stop it!"|0|0|0|0|0|0|0|0|0|0
A2-17S0101FR|FR-17S0101|"I’m not interested."|0|0|0|0|0|0|0|0|0|0
A3-17S0101FR|FR-17S0101|"If you insist."|0|0|0|0|0|0|0|0|0|0
A1-17S0201FR|FR-17S0201|"What do you mean?"|0|0|0|0|0|0|0|0|0|0
A2-17S0201FR|FR-17S0201|"I’m not interested."|0|0|0|0|0|0|0|0|0|0
A3-17S0201FR|FR-17S0201|"Please, by all means."|0|0|0|0|0|0|0|0|0|0
A1-17S0301FR|FR-17S0301|"For the money."|0|0|0|0|0|0|0|0|0|0
A2-17S0301FR|FR-17S0301|"To be closer to you."|0|0|0|0|0|0|0|0|0|0
A3-17S0301FR|FR-17S0301|"To have something to do."|0|0|0|0|0|0|0|0|0|0
A1-17S0302FR|FR-17S0302|"I do."|0|0|0|0|0|0|0|0|0|0
A2-17S0302FR|FR-17S0302|"I don’t."|0|0|0|0|0|0|0|0|0|0
A3-17S0302FR|FR-17S0302|"Right in front of me."|0|0|0|0|0|0|0|0|0|0
A4-17S0302FR|FR-17S0302|"Why do you ask?"|0|0|0|0|0|0|0|0|0|0
A1-17S0303FR|FR-17S0303|"Oh, yes."|0|0|0|0|0|0|0|0|0|0
A2-17S0303FR|FR-17S0303|"No…"|0|0|0|0|0|0|0|0|0|0
A3-17S0303FR|FR-17S0303|"Stop it!"|0|0|0|0|0|0|0|0|0|0
A1-17S0401FR|FR-17S0401|"Only part time…"|0|0|0|0|0|0|0|0|0|0
A2-17S0401FR|FR-17S0401|"I’m a high school student."|0|0|0|0|0|0|0|0|0|0
A1-17S0402FR|FR-17S0402|"What were you here for?"|0|0|0|0|0|0|0|0|0|0
A2-17S0402FR|FR-17S0402|"Why are you wearing black?"|0|0|0|0|0|0|0|0|0|0
A3-17S0402FR|FR-17S0402|"We should meet again."|0|0|0|0|0|0|0|0|0|0
A1-17S0403FR|FR-17S0403|"...Okay."|0|0|0|0|0|0|0|0|0|0
A2-17S0403FR|FR-17S0403|"I’d rather not know."|0|0|0|0|0|0|0|0|0|0
A3-17S0403FR|FR-17S0403|"...I can’t stay in here."|0|0|0|0|0|0|0|0|0|0
A1-17S0404FR|FR-17S0404|"That’s just how it is."|0|0|0|0|0|0|0|0|0|0
A2-17S0404FR|FR-17S0404|"It’s good they get better."|0|0|0|0|0|0|0|0|0|0
A3-17S0404FR|FR-17S0404|"Why don’t you switch jobs?"|0|0|0|0|0|0|0|0|0|0
A1-17S0501FR|FR-17S0501|"What happened?"|0|0|0|0|0|0|0|0|0|0
A2-17S0501FR|FR-17S0501|"It’s like a  soap opera."|0|0|0|0|0|0|0|0|0|0
A1-17S0502FR|FR-17S0502|"That can’t be helped."|0|0|0|0|0|0|0|0|0|0
A2-17S0502FR|FR-17S0502|"I wish I’d seen it."|0|0|0|0|0|0|0|0|0|0
A1-17S0503FR|FR-17S0503|Comfort her|0|0|0|0|0|5|0|0|0|0
A2-17S0503FR|FR-17S0503|Cheer her up|0|0|0|0|0|0|0|0|0|0
A3-17S0503FR|FR-17S0503|Keep quiet|0|0|0|0|0|0|0|0|0|0
A1-17S0601FR|FR-17S0601|"Did something happen?"|0|0|0|0|0|0|0|0|0|0
A2-17S0601FR|FR-17S0601|"Are you not feeling well?"|0|0|0|0|0|0|0|0|0|0
A3-17S0601FR|FR-17S0601|"Are you done here?"|0|0|0|0|0|0|0|0|0|0
A1-17S0602FR|FR-17S0602|"Don’t blame yourself."|0|0|0|0|0|0|0|0|0|0
A2-17S0602FR|FR-17S0602|"It couldn’t be helped."|0|0|0|0|0|0|0|0|0|0
A3-17S0602FR|FR-17S0602|"Think about what you did."|0|0|0|0|0|0|0|0|0|0
A1-17S0603FR|FR-17S0603|Watch her silently|0|0|0|0|0|0|0|0|0|0
A2-17S0603FR|FR-17S0603|Say something to her|0|0|0|0|0|0|0|0|0|0
A1-17S0701FR|FR-17S0701|"You should get some rest…"|0|0|0|0|0|0|0|0|0|0
A2-17S0701FR|FR-17S0701|"Hang in there."|0|0|0|0|0|0|0|0|0|0
A1-17S0901FR|FR-17S0901|"Is there an emergency?"|0|0|0|0|0|0|0|0|0|0
A2-17S0901FR|FR-17S0901|"At this time of night?"|0|0|0|0|0|0|0|0|0|0
A1-17S0902FR|FR-17S0902|"Overworking, I hear?"|0|0|0|0|0|0|0|0|0|0
A2-17S0902FR|FR-17S0902|"It’s important to rest."|0|0|0|0|0|0|0|0|0|0
A1-17S0903FR|FR-17S0903|"Physician, heal thyself."|0|0|0|0|0|0|0|0|0|0
A2-17S0903FR|FR-17S0903|"Can you help anyone now?"|0|0|0|0|0|0|0|0|0|0
A3-17S0903FR|FR-17S0903|"Don’t do it all yourself."|0|0|0|0|0|0|0|0|0|0
A1-17S0904FR|FR-17S0904|"Would ‘he’ want that?"|0|0|0|0|0|0|0|0|0|0
A2-17S0904FR|FR-17S0904|"You’re doing it for yourself."|0|0|0|0|0|0|0|0|0|0
A3-17S0904FR|FR-17S0904|"You’re just running away."|0|0|0|0|0|0|0|0|0|0
A1-17S1001FR|FR-17S1001|"Goodbye?"|0|0|0|0|0|0|0|0|0|0
A2-17S1001FR|FR-17S1001|"Take care…"|0|0|0|0|0|0|0|0|0|0
A1-18S0101FR|FR-18S0101|"Nice to meet you."|0|0|0|0|0|0|0|0|0|0
A2-18S0101FR|FR-18S0101|"Don’t worry about me."|0|0|0|0|0|0|0|0|0|0
A3-18S0101FR|FR-18S0101|"Wow, you’re a little prick."|0|0|0|0|0|4|0|0|0|0
A1-18S0102FR|FR-18S0102|Math|0|0|0|0|0|0|0|0|0|0
A2-18S0102FR|FR-18S0102|English|0|0|0|0|0|0|0|0|0|0
A3-18S0102FR|FR-18S0102|PE|0|2|0|0|0|0|0|0|0|0
A1-18S0201FR|FR-18S0201|"Of course."|0|0|0|0|0|0|0|0|0|0
A2-18S0201FR|FR-18S0201|"I don’t know."|0|0|0|0|0|0|0|0|0|0
A3-18S0201FR|FR-18S0201|"I don’t think so."|0|0|0|0|0|0|0|0|0|0
A1-18S0202FR|FR-18S0202|"Sure I do."|0|0|0|0|0|0|0|4|0|0
A2-18S0202FR|FR-18S0202|"No, what?"|0|0|0|0|0|0|0|0|0|0
A1-18S0203FR|FR-18S0203|"Wait until next time."|0|0|0|0|0|0|0|0|0|0
A2-18S0203FR|FR-18S0203|"I’ll stay and help you."|0|0|0|0|0|0|5|0|0|0
A1-18S0301FR|FR-18S0301|"It’s fun."|0|0|0|0|0|0|0|0|0|0
A2-18S0301FR|FR-18S0301|"It’s strict."|0|0|0|0|0|0|0|0|0|0
A3-18S0301FR|FR-18S0301|"It’s boring."|0|0|0|0|0|0|0|0|0|0
A1-18S0302FR|FR-18S0302|"I’m a transferred student, too."|0|0|0|0|0|0|0|0|0|0
A2-18S0302FR|FR-18S0302|"Well, it is the countryside."|0|0|0|0|0|0|0|0|0|0
A3-18S0302FR|FR-18S0302|"Make friends with him."|0|0|0|0|0|0|0|0|0|0
A1-18S0401FR|FR-18S0401|"That’s just how it is."|0|0|0|0|0|0|0|0|0|0
A2-18S0401FR|FR-18S0401|"That’s not true."|0|0|0|0|0|0|0|0|0|0
A1-18S0402FR|FR-18S0402|"It’s the law."|0|0|0|0|0|0|0|0|0|0
A2-18S0402FR|FR-18S0402|"You don’t have to go."|0|0|0|0|0|0|0|0|0|0
