Hangout Id|Date|Arcana Number|Activity Name
SAH-20111107XIV|2011-11-07|XIV|Hangout with Temperance
SAH-20111107IX|2011-11-07|IX|Hangout with Hermit
SAH-20111107III|2011-11-07|III|Hangout with Empress
SAH-20111108VII|2011-11-08|VII|Hangout with Chariot
SAH-20111108II|2011-11-08|II|Hangout with Priestess
SAH-20111108X|2011-11-08|X|Hangout with Fortune
SAH-20111108XI|2011-11-08|XI|Hangout with Strength
SAH-20111108XIX|2011-11-08|XIX|Hangout with Sun
SAH-20111108XII|2011-11-08|XII|Hangout with Hanged Man
SAH-20111108IX|2011-11-08|IX|Hangout with Hermit
SAH-20111108III|2011-11-08|III|Hangout with Empress
SAH-20111108XVI|2011-11-08|XVI|Hangout with Tower
SAH-20111109II|2011-11-09|II|Hangout with Priestess
SAH-20111109IV|2011-11-09|IV|Hangout with Emperor
SAH-20111109X|2011-11-09|X|Hangout with Fortune
SAH-20111109XVIII|2011-11-09|XVIII|Hangout with Moon
SAH-20111109XII|2011-11-09|XII|Hangout with Hanged Man
SAH-20111109IX|2011-11-09|IX|Hangout with Hermit
SAH-20111109III|2011-11-09|III|Hangout with Empress
SAH-20111109XV|2011-11-09|XV|Hangout with Devil
SAH-20111110I|2011-11-10|I|Hangout with Magician
SAH-20111110VII|2011-11-10|VII|Hangout with Chariot
SAH-20111110II|2011-11-10|II|Hangout with Priestess
SAH-20111110IV|2011-11-10|IV|Hangout with Emperor
SAH-20111110X|2011-11-10|X|Hangout with Fortune
SAH-20111110XI|2011-11-10|XI|Hangout with Strength
SAH-20111110XIX|2011-11-10|XIX|Hangout with Sun
SAH-20111110XVIII|2011-11-10|XVIII|Hangout with Moon
SAH-20111110XII|2011-11-10|XII|Hangout with Hanged Man
SAH-20111110IX|2011-11-10|IX|Hangout with Hermit
SAH-20111110III|2011-11-10|III|Hangout with Empress
SAH-20111110XV|2011-11-10|XV|Hangout with Devil
SAH-20111110XVI|2011-11-10|XVI|Hangout with Tower
SAH-20111111IX|2011-11-11|IX|Hangout with Hermit
SAH-20111111III|2011-11-11|III|Hangout with Empress
SAH-20111111XV|2011-11-11|XV|Hangout with Devil
SAH-20111112I|2011-11-12|I|Hangout with Magician
SAH-20111112VII|2011-11-12|VII|Hangout with Chariot
SAH-20111112IV|2011-11-12|IV|Hangout with Emperor
SAH-20111112VI|2011-11-12|VI|Hangout with Lovers
SAH-20111112X|2011-11-12|X|Hangout with Fortune
SAH-20111112XI|2011-11-12|XI|Hangout with Strength
SAH-20111112XIV|2011-11-12|XIV|Hangout with Temperance
SAH-20111112IX|2011-11-12|IX|Hangout with Hermit
SAH-20111112III|2011-11-12|III|Hangout with Empress
SAH-20111112XVI|2011-11-12|XVI|Hangout with Tower
SAH-20111113I|2011-11-13|I|Hangout with Magician
SAH-20111113IV|2011-11-13|IV|Hangout with Emperor
SAH-20111113VI|2011-11-13|VI|Hangout with Lovers
SAH-20111113XIII|2011-11-13|XIII|Hangout with Death
SAH-20111113IX|2011-11-13|IX|Hangout with Hermit
SAH-20111113III|2011-11-13|III|Hangout with Empress
SAH-20111114I|2011-11-14|I|Hangout with Magician
SAH-20111114VII|2011-11-14|VII|Hangout with Chariot
SAH-20111114II|2011-11-14|II|Hangout with Priestess
SAH-20111114X|2011-11-14|X|Hangout with Fortune
SAH-20111114XIX|2011-11-14|XIX|Hangout with Sun
SAH-20111114XII|2011-11-14|XII|Hangout with Hanged Man
SAH-20111114XIV|2011-11-14|XIV|Hangout with Temperance
SAH-20111114IX|2011-11-14|IX|Hangout with Hermit
SAH-20111114III|2011-11-14|III|Hangout with Empress
SAH-20111115VII|2011-11-15|VII|Hangout with Chariot
SAH-20111115II|2011-11-15|II|Hangout with Priestess
SAH-20111115X|2011-11-15|X|Hangout with Fortune
SAH-20111115XI|2011-11-15|XI|Hangout with Strength
SAH-20111115XIX|2011-11-15|XIX|Hangout with Sun
SAH-20111115XII|2011-11-15|XII|Hangout with Hanged Man
SAH-20111115IX|2011-11-15|IX|Hangout with Hermit
SAH-20111115III|2011-11-15|III|Hangout with Empress
SAH-20111115XVI|2011-11-15|XVI|Hangout with Tower
SAH-20111116II|2011-11-16|II|Hangout with Priestess
SAH-20111116IV|2011-11-16|IV|Hangout with Emperor
SAH-20111116X|2011-11-16|X|Hangout with Fortune
SAH-20111116XI|2011-11-16|XI|Hangout with Strength
SAH-20111116XVIII|2011-11-16|XVIII|Hangout with Moon
SAH-20111116XII|2011-11-16|XII|Hangout with Hanged Man
SAH-20111116IX|2011-11-16|IX|Hangout with Hermit
SAH-20111116III|2011-11-16|III|Hangout with Empress
SAH-20111116XV|2011-11-16|XV|Hangout with Devil
SAH-20111117I|2011-11-17|I|Hangout with Magician
SAH-20111117VII|2011-11-17|VII|Hangout with Chariot
SAH-20111117II|2011-11-17|II|Hangout with Priestess
SAH-20111117IV|2011-11-17|IV|Hangout with Emperor
SAH-20111117X|2011-11-17|X|Hangout with Fortune
SAH-20111117XI|2011-11-17|XI|Hangout with Strength
SAH-20111117XIX|2011-11-17|XIX|Hangout with Sun
SAH-20111117XVIII|2011-11-17|XVIII|Hangout with Moon
SAH-20111117XII|2011-11-17|XII|Hangout with Hanged Man
SAH-20111117IX|2011-11-17|IX|Hangout with Hermit
SAH-20111117III|2011-11-17|III|Hangout with Empress
SAH-20111117XV|2011-11-17|XV|Hangout with Devil
SAH-20111117XVI|2011-11-17|XVI|Hangout with Tower
SAH-20111118IX|2011-11-18|IX|Hangout with Hermit
SAH-20111118III|2011-11-18|III|Hangout with Empress
SAH-20111118XV|2011-11-18|XV|Hangout with Devil
SAH-20111119IX|2011-11-19|IX|Hangout with Hermit
SAH-20111119III|2011-11-19|III|Hangout with Empress
SAH-20111119XVI|2011-11-19|XVI|Hangout with Tower
SAH-20111120IX|2011-11-20|IX|Hangout with Hermit
SAH-20111120III|2011-11-20|III|Hangout with Empress
SAH-20111122VII|2011-11-22|VII|Hangout with Chariot
SAH-20111122II|2011-11-22|II|Hangout with Priestess
SAH-20111122X|2011-11-22|X|Hangout with Fortune
SAH-20111122IX|2011-11-22|IX|Hangout with Hermit
SAH-20111122III|2011-11-22|III|Hangout with Empress
SAH-20111122XVI|2011-11-22|XVI|Hangout with Tower
SAH-20111123II|2011-11-23|II|Hangout with Priestess
SAH-20111123IV|2011-11-23|IV|Hangout with Emperor
SAH-20111123XIII|2011-11-23|XIII|Hangout with Death
SAH-20111123IX|2011-11-23|IX|Hangout with Hermit
SAH-20111123III|2011-11-23|III|Hangout with Empress
SAH-20111123XV|2011-11-23|XV|Hangout with Devil
SAH-20111124I|2011-11-24|I|Hangout with Magician
SAH-20111124VII|2011-11-24|VII|Hangout with Chariot
SAH-20111124II|2011-11-24|II|Hangout with Priestess
SAH-20111124IV|2011-11-24|IV|Hangout with Emperor
SAH-20111124X|2011-11-24|X|Hangout with Fortune
SAH-20111124IX|2011-11-24|IX|Hangout with Hermit
SAH-20111124III|2011-11-24|III|Hangout with Empress
SAH-20111124XV|2011-11-24|XV|Hangout with Devil
SAH-20111124XVI|2011-11-24|XVI|Hangout with Tower
SAH-20111125VI|2011-11-25|VI|Hangout with Lovers
SAH-20111125X|2011-11-25|X|Hangout with Fortune
SAH-20111125XIV|2011-11-25|XIV|Hangout with Temperance
SAH-20111125IX|2011-11-25|IX|Hangout with Hermit
SAH-20111125III|2011-11-25|III|Hangout with Empress
SAH-20111125XV|2011-11-25|XV|Hangout with Devil
SAH-20111126I|2011-11-26|I|Hangout with Magician
SAH-20111126VII|2011-11-26|VII|Hangout with Chariot
SAH-20111126IV|2011-11-26|IV|Hangout with Emperor
SAH-20111126VI|2011-11-26|VI|Hangout with Lovers
SAH-20111126X|2011-11-26|X|Hangout with Fortune
SAH-20111126XIV|2011-11-26|XIV|Hangout with Temperance
SAH-20111126IX|2011-11-26|IX|Hangout with Hermit
SAH-20111126III|2011-11-26|III|Hangout with Empress
SAH-20111126XVI|2011-11-26|XVI|Hangout with Tower
SAH-20111127I|2011-11-27|I|Hangout with Magician
SAH-20111127IV|2011-11-27|IV|Hangout with Emperor
SAH-20111127VI|2011-11-27|VI|Hangout with Lovers
SAH-20111127XIII|2011-11-27|XIII|Hangout with Death
SAH-20111127IX|2011-11-27|IX|Hangout with Hermit
SAH-20111127III|2011-11-27|III|Hangout with Empress
SAH-20111208XI|2011-12-08|XI|Hangout with Strength
SAH-20111208XIX|2011-12-08|XIX|Hangout with Sun
SAH-20111208XVIII|2011-12-08|XVIII|Hangout with Moon
SAH-20111208XII|2011-12-08|XII|Hangout with Hanged Man
SAH-20111208IX|2011-12-08|IX|Hangout with Hermit
SAH-20111208III|2011-12-08|III|Hangout with Empress
SAH-20111208XV|2011-12-08|XV|Hangout with Devil
SAH-20111208XVI|2011-12-08|XVI|Hangout with Tower
SAH-20111209I|2011-12-09|I|Hangout with Magician
SAH-20111209IV|2011-12-09|IV|Hangout with Emperor
SAH-20111209VI|2011-12-09|VI|Hangout with Lovers
SAH-20111209X|2011-12-09|X|Hangout with Fortune
SAH-20111209XVIII|2011-12-09|XVIII|Hangout with Moon
SAH-20111209XII|2011-12-09|XII|Hangout with Hanged Man
SAH-20111209XIV|2011-12-09|XIV|Hangout with Temperance
SAH-20111209IX|2011-12-09|IX|Hangout with Hermit
SAH-20111209III|2011-12-09|III|Hangout with Empress
SAH-20111209XV|2011-12-09|XV|Hangout with Devil
SAH-20111210VII|2011-12-10|VII|Hangout with Chariot
SAH-20111210II|2011-12-10|II|Hangout with Priestess
SAH-20111210XI|2011-12-10|XI|Hangout with Strength
SAH-20111210XIV|2011-12-10|XIV|Hangout with Temperance
SAH-20111210IX|2011-12-10|IX|Hangout with Hermit
SAH-20111210III|2011-12-10|III|Hangout with Empress
SAH-20111210XVI|2011-12-10|XVI|Hangout with Tower
SAH-20111211IV|2011-12-11|IV|Hangout with Emperor
SAH-20111211VI|2011-12-11|VI|Hangout with Lovers
SAH-20111211XIII|2011-12-11|XIII|Hangout with Death
SAH-20111211IX|2011-12-11|IX|Hangout with Hermit
SAH-20111211III|2011-12-11|III|Hangout with Empress
SAH-20111212I|2011-12-12|I|Hangout with Magician
SAH-20111212II|2011-12-12|II|Hangout with Priestess
SAH-20111212X|2011-12-12|X|Hangout with Fortune
SAH-20111212XIX|2011-12-12|XIX|Hangout with Sun
SAH-20111212XII|2011-12-12|XII|Hangout with Hanged Man
SAH-20111212XIV|2011-12-12|XIV|Hangout with Temperance
SAH-20111212IX|2011-12-12|IX|Hangout with Hermit
SAH-20111212III|2011-12-12|III|Hangout with Empress
SAH-20111213VII|2011-12-13|VII|Hangout with Chariot
SAH-20111213X|2011-12-13|X|Hangout with Fortune
SAH-20111213XI|2011-12-13|XI|Hangout with Strength
SAH-20111213XIX|2011-12-13|XIX|Hangout with Sun
SAH-20111213XII|2011-12-13|XII|Hangout with Hanged Man
SAH-20111213IX|2011-12-13|IX|Hangout with Hermit
SAH-20111213III|2011-12-13|III|Hangout with Empress
SAH-20111213XVI|2011-12-13|XVI|Hangout with Tower
SAH-20111214I|2011-12-14|I|Hangout with Magician
SAH-20111214II|2011-12-14|II|Hangout with Priestess
SAH-20111214IV|2011-12-14|IV|Hangout with Emperor
SAH-20111214XVIII|2011-12-14|XVIII|Hangout with Moon
SAH-20111214XII|2011-12-14|XII|Hangout with Hanged Man
SAH-20111214IX|2011-12-14|IX|Hangout with Hermit
SAH-20111214III|2011-12-14|III|Hangout with Empress
SAH-20111214XV|2011-12-14|XV|Hangout with Devil
SAH-20111215VII|2011-12-15|VII|Hangout with Chariot
SAH-20111215X|2011-12-15|X|Hangout with Fortune
SAH-20111215XI|2011-12-15|XI|Hangout with Strength
SAH-20111215XIX|2011-12-15|XIX|Hangout with Sun
SAH-20111215XVIII|2011-12-15|XVIII|Hangout with Moon
SAH-20111215XII|2011-12-15|XII|Hangout with Hanged Man
SAH-20111215IX|2011-12-15|IX|Hangout with Hermit
SAH-20111215III|2011-12-15|III|Hangout with Empress
SAH-20111215XV|2011-12-15|XV|Hangout with Devil
SAH-20111215XVI|2011-12-15|XVI|Hangout with Tower
SAH-20111216VI|2011-12-16|VI|Hangout with Lovers
SAH-20111216XVIII|2011-12-16|XVIII|Hangout with Moon
SAH-20111216XII|2011-12-16|XII|Hangout with Hanged Man
SAH-20111216XIV|2011-12-16|XIV|Hangout with Temperance
SAH-20111216IX|2011-12-16|IX|Hangout with Hermit
SAH-20111216III|2011-12-16|III|Hangout with Empress
SAH-20111216XV|2011-12-16|XV|Hangout with Devil
SAH-20111217I|2011-12-17|I|Hangout with Magician
SAH-20111217VII|2011-12-17|VII|Hangout with Chariot
SAH-20111217X|2011-12-17|X|Hangout with Fortune
SAH-20111217XI|2011-12-17|XI|Hangout with Strength
SAH-20111217XIV|2011-12-17|XIV|Hangout with Temperance
SAH-20111217IX|2011-12-17|IX|Hangout with Hermit
SAH-20111217III|2011-12-17|III|Hangout with Empress
SAH-20111217XVI|2011-12-17|XVI|Hangout with Tower
SAH-20111218II|2011-12-18|II|Hangout with Priestess
SAH-20111218IV|2011-12-18|IV|Hangout with Emperor
SAH-20111218VI|2011-12-18|VI|Hangout with Lovers
SAH-20111218XIII|2011-12-18|XIII|Hangout with Death
SAH-20111218IX|2011-12-18|IX|Hangout with Hermit
SAH-20111218III|2011-12-18|III|Hangout with Empress
SAH-20111219I|2011-12-19|I|Hangout with Magician
SAH-20111219VII|2011-12-19|VII|Hangout with Chariot
SAH-20111219X|2011-12-19|X|Hangout with Fortune
SAH-20111219XIX|2011-12-19|XIX|Hangout with Sun
SAH-20111219XII|2011-12-19|XII|Hangout with Hanged Man
SAH-20111219XIV|2011-12-19|XIV|Hangout with Temperance
SAH-20111219IX|2011-12-19|IX|Hangout with Hermit
SAH-20111219III|2011-12-19|III|Hangout with Empress
SAH-20111220II|2011-12-20|II|Hangout with Priestess
SAH-20111220XI|2011-12-20|XI|Hangout with Strength
SAH-20111220XIX|2011-12-20|XIX|Hangout with Sun
SAH-20111220XII|2011-12-20|XII|Hangout with Hanged Man
SAH-20111220IX|2011-12-20|IX|Hangout with Hermit
SAH-20111220III|2011-12-20|III|Hangout with Empress
SAH-20111220XVI|2011-12-20|XVI|Hangout with Tower
SAH-20111221I|2011-12-21|I|Hangout with Magician
SAH-20111221IV|2011-12-21|IV|Hangout with Emperor
SAH-20111221X|2011-12-21|X|Hangout with Fortune
SAH-20111221XVIII|2011-12-21|XVIII|Hangout with Moon
SAH-20111221XII|2011-12-21|XII|Hangout with Hanged Man
SAH-20111221IX|2011-12-21|IX|Hangout with Hermit
SAH-20111221III|2011-12-21|III|Hangout with Empress
SAH-20111221XV|2011-12-21|XV|Hangout with Devil
SAH-20111222IV|2011-12-22|IV|Hangout with Emperor
SAH-20111222XI|2011-12-22|XI|Hangout with Strength
SAH-20111222XIX|2011-12-22|XIX|Hangout with Sun
SAH-20111222XVIII|2011-12-22|XVIII|Hangout with Moon
SAH-20111222XII|2011-12-22|XII|Hangout with Hanged Man
SAH-20111222IX|2011-12-22|IX|Hangout with Hermit
SAH-20111222III|2011-12-22|III|Hangout with Empress
SAH-20111222XV|2011-12-22|XV|Hangout with Devil
SAH-20111222XVI|2011-12-22|XVI|Hangout with Tower
SAH-20111223XIII|2011-12-23|XIII|Hangout with Death
SAH-20111223XIV|2011-12-23|XIV|Hangout with Temperance
SAH-20111223IX|2011-12-23|IX|Hangout with Hermit
SAH-20111223III|2011-12-23|III|Hangout with Empress
SAH-20111223XV|2011-12-23|XV|Hangout with Devil
SAH-20111224IX|2011-12-24|IX|Hangout with Hermit
SAH-20111224III|2011-12-24|III|Hangout with Empress
SAH-20120320III|2012-03-20|III|Hangout with Empress
